forpoang,rec_gate,hylla_ny,struktur_kill,v23_status,v23_fel,src,kluster,namn,koncept,goods_id,url_se,alt_ids,dna,tier,elim,orsak,rec,rec_kalla,pris_usd,temu_pris_sek,vart_pris,golv_namn,golv_pris,ankare_namn,ankare_pris,se_pris,q4,hook,risk,temu_hamtad
5.0,?,?,False,,,batch1/hostfiske.json,hostfiske,Fällbart fiskrensbord med diskho och rinnande vatten,Fångad fisk + en fristående yta,,,,5.0,REJECT,,"FAIL - flera svenska återförsäljare säljer exakt denna produkt (fällbart bord med diskho) Costway.se säljer ""Fällbar fiskrensbord med diskho & gallerhylla & kran"" direkt; Moory.se ""rensbord för båt""-kategori; Fiskehornan.com ""Fiskrensbord Fällbart""",,,,,,"Costway.se säljer ""Fällbar fiskrensbord med diskho & gallerhylla & kran"" direkt;",,,,,,n/a,"Redan sålt av tre svenska aktörer, och passar dåligt på ""fäster på något du äger""-mönstret.",False
5.0,?,?,False,,,batch1/hostfiske.json,hostfiske,Kylväska/fiskeväska med isolerat fack för fångsten,Fångad fisk + fiskeväskan/båten,,,,5.0,REJECT,,"FAIL - Biltema och Jula säljer fiskespecifika varianter direkt Biltema säljer 'Kylväska, 12 liter' direkt i fiske-kategorin; Jula säljer fiskeväska (Berkley) med inbyggt isolerat fack (B35xH6xD20 cm) + tre standardfickor för lina/kniv/tång/betesaskar",,,,,,"Biltema säljer 'Kylväska, 12 liter' direkt i fiske-kategorin; Jula säljer fiskev",,,,,,n/a,Både Biltema och Jula säljer fiskespecifik variant direkt.,False
4.0,?,?,False,,,v22/fas2/jakt.json,jakt,"270/360 panoramic view hunting tent, pop-up camouflage hunting blind for 2-3 people",Pop-up marktalt / genomsiktligt gomsle for markpass,606464479492998,https://www.temu.com/se/g-606464479492998.html,,34.0,ELIM,economics,FAIL_landad_over_420,,,75.0,,999.0,,,"Biltema Kamouflagevagg + Kamouflagenat nordic; Jula Kamouflagenat 3x1,5 m (Kayob",,999.0,,Ser algen dig pa markpasset?,"Landad kostnad 689-930 kr. 2,4x hamnar pa 1 650-2 230 kr, langt over 1 000 kr-taket.",False
3.0,GREEN,?,False,,,v22/fas2/maskiner.json,maskiner,350W Brushless Scooter Motor Wheelbarrow Kit,Eldriven navmotor/konverteringssats till skottkärran,601100108482856,https://www.temu.com/se/g-601100108482856.html,,28.0,ELIM,economics,FAIL,1,snippet,230.08,,1499.0,,,,,1499.0,,Tungt att köra kärran uppför?,228-389 USD landat är 2 400-4 800 kr - fem gånger över kontots tak.,False
2.0,GREEN,WARN-utan-ankare,False,HARD REJECT,MARKETPLACE FAILURE,v23/evergreen.json,evergreen,Nackstödshängare / säteskrok för kassar,"Krok på nackstödsstången för matkassar. Jula 99,90, CDON 89 (10-pack). Listad i uppdraget — kontrollerad och fälld. MATERIAL: BLOCKED_SOURCE — produktsidan får inte hämtas i den här körningen (huvudsessionen håller hämtbudgeten); vad titeln antyder står i concept-fältet.",601099613123375,https://www.temu.com/g-601099613123375.html,606313752979165,12.0,FAIL,,FAIL — commodity < 100 kr,99,snippet+,3.0,,300.0,"Jula nackstödsfäste från 99,90 kr; CDON bilkrokar 10-pack 89 kr (ur sökutdrag); ",89.0,—,,300.0,EVERGREEN,Välter matkassen i baksätet?,89 kr.,False
0.0,GREEN,?,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Adjustable Truck Tire Storage Rack with Ratchet Strap and Chain, Portable Spare Tire Holder","Domkraft, pallbockar, hjulställ och paddockställ",602423032657979,https://www.temu.com/se/g-602423032657979.html,,25.0,ELIM,shelf,FAIL,81,snippet,65.0,,1769,,,Biltema Domkrafter / Jula Domkrafter (egna kategorisidor),,,,Byter du hjulen själv i höst?,Verkstadsutrustning är den mest hyllade varugruppen i hela svensk detaljhandel för bil.,False
0,?,?,False,,,v22/fas2/husvagn-mc.json,husvagn-mc,super trailer dolly trailer mover with 7500 lbs capacity adjustable dual ball hitch,rangerhjalp,606233708878553,https://www.temu.com/se/g-606233708878553.html,,,ELIM,economics,FAIL,,,1432.0,,38973,,,,,,,,1 432 USD.,False
0.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Heavy Duty Manual Lawn Aerator With 42 Spikes, 15 Inch Rolling Lawn Aerator, Adjustable Handle",manuell gräsmatteluftare (alternativ listning),601100470712536,https://www.temu.com/se/g-601100470712536.html,,30.0,ELIM,ekonomi,PENDING_VERIFICATION,,,80.0,,2177,,,,,,,Står vattnet kvar på gräsmattan efter regn?,landad 835–979 kr — långt över 420 kr-stoppet.,False
0.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"Water Hose Reel Cart Holds 65–100 ft Of 5/8 Inch Hose, Portable Garden Hose Cart",slangvagn/slangvinda,601104652886479,https://www.temu.com/se/g-601104652886479.html,,25.0,ELIM,hyllan,FAIL,8,snippet,72.0,,1960,,,,,,,,Hyllan + landad 752–881 kr.,False
0.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Reusable Collapsible Garden Trash Bags, Heavy Duty Foldable Outdoor Waste Bags",trädgårdssäck,601103154990378,https://www.temu.com/se/g-601103154990378.html,,0.0,ELIM,redan avgjord,PENDING_VERIFICATION,,,13.0,,354,,,,,,,,Ligger på uppdragets stopplista.,False
0.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Custom Wheelie Bin Stickers, Personalized House Number Street Name Decals For Trash Cans",soptunneklistermärken,601099547901300,https://www.temu.com/se/g-601099547901300.html,,0.0,ELIM,redan avgjord,PENDING_VERIFICATION,,,3.0,,82,,,,,,,,Ligger på uppdragets stopplista.,False
-5.0,OK,?,False,,,v22/fas2/maskiner.json,maskiner,"Mower Lift for Riding Mowers, 800 Lbs Capacity Lawn Mower Lifter, Cleaning Aid, Universal",Servicelyft till åkgräsklipparen,601099591579344,https://www.temu.com/se/g-601099591579344.html,,25.0,ELIM,shelf,FAIL,252,snippet,82.94,,1999.0,,,,,1999.0,,Hur kommer du åt under klipparen?,"Landad kostnad 866-1 015 kr - 2,4x hamnar på 2 000+ kr.",False
-5.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"Bin/Trash Can Storage Single Wheelie Bin Shed, Poly Rattan",sopkärlsskjul,602297841098230,https://www.temu.com/se/g-602297841098230.html,,20.0,ELIM,hyllan,FAIL,99,snippet+,105.0,,2858,,,,,,,,Hyllan + landad 1 096–1 285 kr.,False
-5.0,?,WARN-utan-ankare,False,HARD REJECT,MARKETPLACE FAILURE,v23/evergreen.json,evergreen,Gap filler / förvaring mellan säte och mittkonsol,Skumkil med ficka som fyller gapet så att nyckel och mobil inte faller ner. Biltema 'Smart förvaring mellan säte och mittkonsol' + Fyndiq 123–188 kr. Listad i uppdraget — kontrollerad och fälld. MATERIAL: BLOCKED_SOURCE — produktsidan får inte hämtas i den här körningen (huvudsessionen håller hämtbudgeten); vad titeln antyder står i concept-fältet.,601099537797127,https://www.temu.com/za/car-seat-gaps-filler-organizer-for-car-to-fill--between-seat-and-console-gaps-plug-strip-seat-organizer-seat-gaps-filling-for-automobiles-g-601099537797127.html,601099518462163 601099519018120,10.0,FAIL,,FAIL — kedja + marketplace commodity,,,,,249.0,Fyndiq 'Sätets gap filler organizer' (pris ej läst) + mittkonsolkuddar 123–188 k,123.0,—,,249.0,EVERGREEN,Tappar du mobilen mellan sätena?,Biltema utförsäljning.,False
-7.0,?,WARN-utan-ankare,False,,,batch1/fritidshus.json,fritidshus,Avtagbar bryggstege / snabbfäste för vinterförvaring,Bryggstegen på fritidshusets brygga,602356997586184,https://www.temu.com/se/g-602356997586184.html,,38.0,REJECT,,"FAIL — den enda Temu-listning som hittades är en HEL ersättningsstege, samma form som redan säljs i Sverige från 559 kr, och landar (se ekonomi) dyrare än det svenska golvet PriceRunner 'bryggstege' (47 träffar): Laggo Förlängningsdel Bryggstege 559 kr är billigast, men det är en HEL STEGE (inte ett",,,98.0,,2667,PriceRunner 'bryggstege' (47 träffar): Laggo Förlängningsdel Bryggstege 559 kr ä,559.0,Seatec Bryggstege,1689.0,,,Tar du upp bryggstegen innan isen?,Strukturellt fel: en bryggstege är för tung/skrymmande för att Temu-priset ska landa under det svenska golvet. Det ursprungliga konceptet (ett billigt SNABBFÄSTE för att göra en BEFINTLIG stege avtagb,False
-12.0,KILL,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"76x51 inch large grill mat for outdoor grill, fireproof waterproof oil-proof",eldkorgsmatta-trallskydd,601101792112791,https://www.temu.com/g-601101792112791.html,,28.0,ELIM,shelf,FAIL,818,snippet,8.75,,238,,,Jula Grillmatta 80x120 cm (Burns & Barkles),,,,Bränner eldkorgen märken i trallen?,Hyllan — konceptet är redan hyllat som 'grillmatta'.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,601099634343424,https://www.temu.com/se/g-601099634343424.html,,12.0,ELIM,objekt,FAIL,,,104.0,,3099.0,,,vidaXL Honsgard med tak,4189.0,3099.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,601099685682824,https://www.temu.com/se/g-601099685682824.html,,12.0,ELIM,objekt,FAIL,,,184.0,,5399.0,,,vidaXL Honsgard med tak,4189.0,5399.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,601099583683673,https://www.temu.com/se/g-601099583683673.html,,12.0,ELIM,objekt,FAIL,,,224.0,,6599.0,,,vidaXL Honsgard med tak,4189.0,6599.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,601099961939448,https://www.temu.com/se/g-601099961939448.html,,12.0,ELIM,objekt,FAIL,,,105.0,,3099.0,,,vidaXL Honsgard med tak,4189.0,3099.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,606384368229746,https://www.temu.com/se/g-606384368229746.html,,12.0,ELIM,objekt,FAIL,,,100.0,,2899.0,,,vidaXL Honsgard med tak,4189.0,2899.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,601100232835548,https://www.temu.com/se/g-601100232835548.html,,12.0,ELIM,objekt,FAIL,,,119.0,,3499.0,,,vidaXL Honsgard med tak,4189.0,3499.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-13.0,?,PASS,False,,,v22/fas2/djur.json,djur,metal walk-in chicken coop / outdoor dog kennel with roof (engelsk slug; svensk titel BLOCKED_SOURCE),Hel walk-in honsgard eller hundgard i galvat stal med UV-tak,601101427082905,https://www.temu.com/se/g-601101427082905.html,,12.0,ELIM,objekt,FAIL,,,119.0,,3499.0,,,vidaXL Honsgard med tak,4189.0,3499.0,,,Agaren ager inte objektet - vi saljer sjalva garden. Landad kostnad 1000-2700 kr. Samma lardom som trampfoderautomaten i forra korningen: vikt ar en gate.,False
-37.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Heavy Duty Magnetic Car Windshield Snow Cover, Fits Cars/SUVs, All Weather Oxford Cloth Winter Protector, Scratch Resist",Magnetiskt vindrutetäcke i Oxford mot frost och snö,601105753823134,https://www.temu.com/se/g-601105753823134.html,,58.0,C,presence,FAIL,99,snippet+,8.0,,349.0,,,,,349.0,,Skrapar du rutan varje morgon?,"Exakt Kranskydd Frost 420D en gång till: samma tyg, samma ägare, skadan i november. ROAS 1,59 mot break-even 1,49 och pausad.",False
-42.0,KILL,?,False,,,v22/fas2/maskiner.json,maskiner,13 Inch Tire 500W Big Torque Beach Wheelbarrow Cart Brushless Motor Kit with Brake Reverse Switch,Eldriven navmotor/konverteringssats till skottkärran,601105433855953,https://www.temu.com/se/g-601105433855953.html,,28.0,ELIM,economics,FAIL,844,snippet,388.84,,1999.0,,,,,1999.0,,Tungt att köra kärran uppför?,228-389 USD landat är 2 400-4 800 kr - fem gånger över kontots tak.,False
-42.0,KILL,?,False,,,v22/fas2/maskiner.json,maskiner,350W Brushless Hub Motor with 145/70-6 Off Road Tire for Trolley Wheelbarrow Scooter,Eldriven navmotor/konverteringssats till skottkärran,601105432406712,https://www.temu.com/se/g-601105432406712.html,,28.0,ELIM,economics,FAIL,843,snippet,228.0,,1499.0,,,,,1499.0,,Tungt att köra kärran uppför?,228-389 USD landat är 2 400-4 800 kr - fem gånger över kontots tak.,False
-42.0,KILL,?,False,,,v22/fas2/maskiner.json,maskiner,350W Brushless Hub Motor with 145/70-6 Off Road Tire for Trolley Wheelbarrow Scooter,Eldriven navmotor/konverteringssats till skottkärran,601105431783796,https://www.temu.com/se/g-601105431783796.html,,28.0,ELIM,economics,FAIL,853,snippet,228.0,,1499.0,,,,,1499.0,,Tungt att köra kärran uppför?,228-389 USD landat är 2 400-4 800 kr - fem gånger över kontots tak.,False
-42.0,KILL,?,False,,,v22/fas2/maskiner.json,maskiner,"Scooter Motor Wheelbarrow Cart Conversion Kit, Without Battery",Eldriven navmotor/konverteringssats till skottkärran,606567357319443,https://www.temu.com/se/g-606567357319443.html,,28.0,ELIM,economics,FAIL,854,snippet,228.0,,1499.0,,,,,1499.0,,Tungt att köra kärran uppför?,228-389 USD landat är 2 400-4 800 kr - fem gånger över kontots tak.,False
-50.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Electric Rechargeable Mouse Trap, Pest Control Rodent Zapper","Gnagaravskräckare under motorhuven (12 V, blixt + vibration) mot möss och mård",601100124647313,https://www.temu.com/se/g-601100124647313.html,,45.0,C,presence,FAIL,36,snippet,22.0,,599,,,skadedjursbutiken.se / skadedjursstopp.se; Jula och Biltema för gnagskydd genere,,,,Har du möss i motorrummet?,"Skadan är osynlig tills bilen inte startar — annonsen måste skapa behovet. Plus 12 V-inkoppling under huven = montering, som fäller 30 % av kontots förlorare.",False
-50.0,?,PASS,True,,,dataset(V2.1),pool,"Heavy duty 16 mil thermal insulation solar bubble cover for hot tubs/spas, square spa blanket, evaporation/heat barrier,",Vattenytan i spabadet under locket,601105450656033,https://www.temu.com/se/g-601105450656033.html,,45.0,C,presence,"Elpriset i höst är verkligt, men friktionen syns inte — 'osynlig långsam skada'-klassen (avsnitt 6).",,,,,,Spabadsbutiken.se (termofolie för pool 745–955 kr; spa-storlek ej sedd),745.0,Planet Pool Termofolie (pool),745.0,,,,Annonsen måste bevisa en osynlig besparing.,False
-50.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Mouse/Rodent Repellent 24-Pack, Peppermint & Lemon, Natural Deterrent for Car, Indoor & Outdoor","Gnagaravskräckare under motorhuven (12 V, blixt + vibration) mot möss och mård",602562820436536,https://www.temu.com/se/g-602562820436536.html,,45.0,C,presence,FAIL,99,snippet+,12.0,,327,,,skadedjursbutiken.se / skadedjursstopp.se; Jula och Biltema för gnagskydd genere,,,,Har du möss i motorrummet?,"Skadan är osynlig tills bilen inte startar — annonsen måste skapa behovet. Plus 12 V-inkoppling under huven = montering, som fäller 30 % av kontots förlorare.",False
-50.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"4-Pack Electronic Rodent/Rat/Cockroach Deterrent, Plug-in","Gnagaravskräckare under motorhuven (12 V, blixt + vibration) mot möss och mård",601100590118363,https://www.temu.com/se/g-601100590118363.html,,45.0,C,presence,FAIL,51,snippet,9.0,,245,,,skadedjursbutiken.se / skadedjursstopp.se; Jula och Biltema för gnagskydd genere,,,,Har du möss i motorrummet?,"Skadan är osynlig tills bilen inte startar — annonsen måste skapa behovet. Plus 12 V-inkoppling under huven = montering, som fäller 30 % av kontots förlorare.",False
-52.0,GREEN,PASS,True,,,v22/fas2/maskiner.json,maskiner,"Lawn Mower Cover with 600D Oxford Cloth, durable tractor cover with 2 storage pockets, elastic band closure, universal f",Överdrag/skyddskapell till åkgräsklippare och trädgårdstraktor inför vinteravställningen,605988560206516,https://www.temu.com/se/g-605988560206516.html,,38.0,C,object,FAIL,12,snippet,12.4,,449.0,,,Husqvarna Rider Cover 5056308-70 (PriceRunner),849.0,449.0,,Ska åkgräsklipparen stå ute i vinter?,"Nästan exakt kontots bevisade förlorare gräsklippartäcket, en storlek större. Bäst ekonomi i hela klustret och starkast social proof - och ändå ute i gate 1 och 3.",False
-55.0,?,?,True,,,dataset(V2.1),handmaskiner,1pc Adjustable String Trimmer Support Wheel Attachment 28mm 26mm Grass Cutter Parts Gas Petrol Electric Brush Cutter Str,Grästrimmern/röjsågen — stödhjul som klamras på skaftet (26/28 mm),601099541368579,https://www.temu.com/se/g-601099541368579.html,,45.0,C,presence,Trimning pågår i september men säsongen slutar ~mitten av oktober — färre än 6 veckor kvar efter launch. Vårkandidat (april–maj 2027),,,,,,Ingen av kedjorna ur kunskap — EJ VERIFIERAD; finns på Amazon.se,,,,,,,Säsong slut + 'passar min trimmer?',False
-55.0,?,?,True,,,dataset(V2.1),handmaskiner,1 Pack Universal Grass Trimmer Support Wheels Adjustable 26-28mm Lawn Mower Brush Cutter Strimmer Attachment Portable We,Trimmer — dubbla stödhjul 26–28 mm,601099553167011,https://www.temu.com/se/g-601099553167011.html,,45.0,C,presence,Som 601099541368579,,,,,,Som 601099541368579 — EJ VERIFIERAD,,,,,,,Som 601099541368579,False
-55.0,?,?,True,,,dataset(V2.1),handmaskiner,1 Set Lawn Mower Support Wheel New Adjustable Attachment Wheels 26mm 28mm Portable String Trimmer Wheel Mower Trimmer Au,Trimmer — stödhjul 26/28 mm,601099522684444,https://www.temu.com/se/g-601099522684444.html,,45.0,C,presence,Som 601099541368579,,,,,,Som 601099541368579 — EJ VERIFIERAD,,,,,,,Som 601099541368579,False
-55.0,?,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"2-Pack Under-Hood Rodent Deterrent, 12V Mouse Deterrent with Strobe Light and Vibration, for Cars/Trucks/RV/Attic","Gnagaravskräckare under motorhuven (12 V, blixt + vibration) mot möss och mård",601100248593423,https://www.temu.com/se/g-601100248593423.html,,45.0,C,presence,FAIL,,,17.0,,499.0,,,skadedjursbutiken.se / skadedjursstopp.se; Jula och Biltema för gnagskydd genere,,499.0,,Har du möss i motorrummet?,"Skadan är osynlig tills bilen inte startar — annonsen måste skapa behovet. Plus 12 V-inkoppling under huven = montering, som fäller 30 % av kontots förlorare.",False
-55.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"12V Portable Battery Charger Maintainer for Car/RV/Boat/Motorcycle, Solar Panel Trickle Charger with Intelligent Charge ",Solcellsdriven underhållsladdare för bilen/båten/husvagnen som ställs av,606268404127104,https://www.temu.com/se/g-606268404127104.html,,40.0,ELIM,presence,FAIL,99,snippet+,23.0,,599.0,,,Biltema/Jula underhållsladdare och solcellsladdare 12 V,,599.0,,Står bilen still hela vintern?,Både hyllan och presens fäller den.,False
-55.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Portable 12V Battery Charger Maintainer, 10W Solar Panel Trickle Charger for Car/Truck/Tractor/Boat",Solcellsdriven underhållsladdare för bilen/båten/husvagnen som ställs av,601100101717390,https://www.temu.com/se/g-601100101717390.html,,40.0,ELIM,presence,FAIL,11,snippet,29.0,,789,,,Biltema/Jula underhållsladdare och solcellsladdare 12 V,,,,Står bilen still hela vintern?,Både hyllan och presens fäller den.,False
-55.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Automatic 12V Lead-Acid Battery Maintainer, Trickle Charger with Repair Function and Winter Mode (AGM/Gel/Standard)",Solcellsdriven underhållsladdare för bilen/båten/husvagnen som ställs av,605742656520855,https://www.temu.com/se/g-605742656520855.html,,40.0,ELIM,presence,FAIL,80,snippet,17.0,,463,,,Biltema/Jula underhållsladdare och solcellsladdare 12 V,,,,Står bilen still hela vintern?,Både hyllan och presens fäller den.,False
-55.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,20W 12V Solar Battery Trickle Charger Maintainer with Built-in MPPT Controller and Adjustable Mount Bracket,Solcellsdriven underhållsladdare för bilen/båten/husvagnen som ställs av,602300433152523,https://www.temu.com/se/g-602300433152523.html,,40.0,ELIM,presence,FAIL,99,snippet+,35.0,,953,,,Biltema/Jula underhållsladdare och solcellsladdare 12 V,,,,Står bilen still hela vintern?,Både hyllan och presens fäller den.,False
-55.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,20W Solar Panel 12V Battery Trickle Charger and Maintainer for RV/Vehicles,Solcellsdriven underhållsladdare för bilen/båten/husvagnen som ställs av,601100473066372,https://www.temu.com/se/g-601100473066372.html,,40.0,ELIM,presence,FAIL,7,snippet,16.0,,435,,,Biltema/Jula underhållsladdare och solcellsladdare 12 V,,,,Står bilen still hela vintern?,Både hyllan och presens fäller den.,False
-60.0,?,?,True,,,dataset(V2.1),handmaskiner,Bilateral Wheels For Electric Grass Trimmer Enhance Work Efficiency Easy Installation Lawn Mower Accessories,Eltrimmer — hjulpar,601099578269133,https://www.temu.com/se/g-601099578269133.html,,40.0,C,presence,Som 601099541368579,,,,,,Som 601099541368579 — EJ VERIFIERAD,,,,,,,Som 601099541368579,False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"One dark blue bimini top replacement cover, 600D marine canopy",bimini-soltak,601099546564561,https://www.temu.com/se/g-601099546564561.html,,,ELIM,presence,FAIL,,,,,,,,"vidaXL/VEVOR båtkapell 1 203–3 428 kr (PriceRunner, samma form)",1203.0,,,,"Soltak köps i maj, inte i oktober.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"Bimini boat cover, bimini top sunshade boat cover, universal",bimini-soltak,606009565232204,https://www.temu.com/se/g-606009565232204.html,,,ELIM,presence,FAIL,,,,,,,,"vidaXL/VEVOR båtkapell 1 203–3 428 kr (PriceRunner, samma form)",1203.0,,,,"Soltak köps i maj, inte i oktober.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,900D Marine Grade Boat Bimini Top,bimini-soltak,606496154835704,https://www.temu.com/se/g-606496154835704.html,,,ELIM,presence,FAIL,,,53.18,,1447,,,"vidaXL/VEVOR båtkapell 1 203–3 428 kr (PriceRunner, samma form)",1203.0,,,,"Soltak köps i maj, inte i oktober.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"Beach fishing cart 200 lbs, marine cart, two 11 in balloon tires, 7 rod holders",hamnvagn-bryggvagn,601099711141015,https://www.temu.com/se/g-601099711141015.html,,,ELIM,presence,FAIL,,,,,,,,"Hopfällbara transportvagnar/skrindor 379–1 879 kr i svensk kanal (HOME It, tecta",379.0,,,,"Marknadsförs som strandvagn, säljs i varje svensk kedja som skrinda.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"Heavy duty fishing cart 350 lbs, aluminum pier wagon, 16 in PU balloon tires, 8 rod holders",hamnvagn-bryggvagn,601099756089537,https://www.temu.com/se/g-601099756089537.html,,,ELIM,presence,FAIL,,,,,,,,"Hopfällbara transportvagnar/skrindor 379–1 879 kr i svensk kanal (HOME It, tecta",379.0,,,,"Marknadsförs som strandvagn, säljs i varje svensk kedja som skrinda.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"Beach fishing cart wagon trolley, 12 in balloon wheels, 23x15 cargo deck, hand pump",hamnvagn-bryggvagn,602650665928088,https://www.temu.com/se/g-602650665928088.html,,,ELIM,presence,FAIL,,,,,,,,"Hopfällbara transportvagnar/skrindor 379–1 879 kr i svensk kanal (HOME It, tecta",379.0,,,,"Marknadsförs som strandvagn, säljs i varje svensk kedja som skrinda.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"Adjustable height aluminum beach cart, PVC balloon wheels, 15x15 deck",hamnvagn-bryggvagn,601099859946047,https://www.temu.com/se/g-601099859946047.html,,,ELIM,presence,FAIL,,,,,,,,"Hopfällbara transportvagnar/skrindor 379–1 879 kr i svensk kanal (HOME It, tecta",379.0,,,,"Marknadsförs som strandvagn, säljs i varje svensk kedja som skrinda.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"VEVOR beach cart, 13 in TPU balloon wheels, 165 lbs, aviation aluminium",hamnvagn-bryggvagn,601099580834784,https://www.temu.com/se/g-601099580834784.html,,,ELIM,presence,FAIL,,,,,,,,"Hopfällbara transportvagnar/skrindor 379–1 879 kr i svensk kanal (HOME It, tecta",379.0,,,,"Marknadsförs som strandvagn, säljs i varje svensk kedja som skrinda.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"Beach fishing cart balloon wheels, aluminium, 32x14 basket, anti-corrosion",hamnvagn-bryggvagn,601099661067233,https://www.temu.com/se/g-601099661067233.html,,,ELIM,presence,FAIL,,,,,,,,"Hopfällbara transportvagnar/skrindor 379–1 879 kr i svensk kanal (HOME It, tecta",379.0,,,,"Marknadsförs som strandvagn, säljs i varje svensk kedja som skrinda.",False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"14 oz portable dehumidifier box, odor absorber",fuktabsorbent-bat,603230822092933,https://www.temu.com/se/g-603230822092933.html,,,ELIM,object,FAIL,,,,,,,,1852 Marine Luftavfuktare,85.0,,,,Förbrukning + billigt svenskt ankare.,False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,Heavy duty stainless steel 3-step telescoping pontoon boat ladder with handrails,badstege-bat,601100977083624,https://www.temu.com/se/g-601100977083624.html,,,ELIM,presence,FAIL,,,,,,,,"VEVOR teleskopisk hopfällbar båtstege rostfritt stål 728,92–1 513 kr (PriceRunne",728.0,,,,Badstege köps i juni; dessutom borrmontage.,False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,Marine 4-step telescoping stainless steel folding swim platform ladder,badstege-bat,601099547063138,https://www.temu.com/se/g-601099547063138.html,,,ELIM,presence,FAIL,,,,,,,,"VEVOR teleskopisk hopfällbar båtstege rostfritt stål 728,92–1 513 kr (PriceRunne",728.0,,,,Badstege köps i juni; dessutom borrmontage.,False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,3-step folding marine stainless steel telescopic ladder,badstege-bat,601099537194002,https://www.temu.com/se/g-601099537194002.html,,,ELIM,presence,FAIL,,,,,,,,"VEVOR teleskopisk hopfällbar båtstege rostfritt stål 728,92–1 513 kr (PriceRunne",728.0,,,,Badstege köps i juni; dessutom borrmontage.,False
